fid,ID_TRC,CLASSE,SENS_CIR,NOM_VOIE,POSITION_R,ID_CYCL,slope_edit,length,umbrell_id,slope,Q85,NBLane,ADT,centerline,Estmt,DJMA_d,CL_d,CL_x,DIVIDED,lts,lts_c,lts_w,lts_c_w,lts_negD,Reach,BLanW,TYPE_VOIE,TYPE_VOIE2,ParkW,contraReac,contraLanW,contraParW,Reach_negD,BLanW_negD,ParkW_negD,asymmetric,GESTION_R,ed_typvoi,ed_typvoi2,drvewayVis,Narrow1Way,PROTEGE_4S,NBR_VOIE,LOCALISATI,LOCALIS_2,cn_Buff_R,cn_Buff_L,Buffer_R,Buffer_L,ID_TRC_int
94,1120110,0,1,De Gaspé,5,0,0.001231413,83.697,93,0.001231413,34,1,1762,0,1762.124,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120110
95,1080691,0,0,Albert-Louis-Van Houtte,5,0,-0.009427547,483.636,94,-0.009427547,34,1,4184,1,4184.634,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080691
96,1100335,0,0,Tillemont,5,0,-0.003568204,70.07,95,-0.003568204,34,1,3951,0,3951.001,0,1,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100335
97,1260334,0,1,Hope,5,0,-0.000243961,122.978,96,-0.000243961,34,1,1065,0,1065.891,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260334
98,1260333,0,0,Holton,5,0,0.002087719,32.108,97,0.002087719,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260333
99,1260331,0,0,Holton,5,0,0.009908931,118.387,98,0.009908931,34,1,988,0,988.296,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260331
100,1260327,0,0,Hill Park Circle,5,0,-0.070526517,333.383,99,-0.070526517,34,1,1457,1,1457.359,0,0,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260327
101,1260322,0,1,Hill Park Circle,5,0,-0.012645278,273.187,100,-0.012645278,34,1,727,0,727.905,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260322
102,1260321,0,0,Hill Park Circle,5,0,0.095865766,33.218,101,0.095865766,34,1,1307,0,1307.255,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260321
103,1260318,0,0,Hill Park,5,0,0.003627868,150.465,102,0.003627868,34,1,283,0,283.185,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260318
104,1260112,5,-1,Cedar,5,0,-0.035487164,187.981,103,-0.035487164,42,1,3171,0,3171.054,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260112
105,1260109,5,-1,Non-nommée,5,0,0.069453217,58.894,104,0.069453217,34,1,6665,0,6665.142,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260109
106,1250382,7,1,Saint-Laurent,5,0,0.023559892,94.523,105,0.023559892,34,4,11843,0,11843.306,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250382
107,1250381,7,1,Saint-Laurent,5,0,0.029214991,36.629,106,0.029214991,34,4,13938,0,13938.55,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250381
108,1250380,7,1,Saint-Laurent,5,0,0.015214105,72.308,107,0.015214105,34,4,13756,0,13756.371,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250380
109,1250379,7,1,Saint-Laurent,5,0,0.019454716,118.235,108,0.019454716,34,4,13485,0,13485.576,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250379
110,1240043,0,0,Carmel,5,0,-0.001385638,86.608,109,-0.001385638,34,1,3194,1,3194.236,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240043
111,1070498,0,1,10e,5,0,-0.009732101,274.377,110,-0.009732101,34,1,1520,0,1520.524,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070498
112,1070497,0,1,10e,5,0,-0.010884315,273.816,111,-0.010884315,34,1,2180,0,2180.88,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070497
113,1070496,0,1,10e,5,0,-0.008209824,276.383,112,-0.008209824,34,1,2653,0,2653.559,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070496
114,1080692,0,0,Albert-Louis-Van Houtte,5,0,-0.006035081,271.771,113,-0.006035081,42,1,2902,0,2902.982,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080692
115,1080699,7,1,Saint-Michel,5,0,-0.007005267,280.382,114,-0.007005267,50,3,11979,0,11979.711,0,1,-9999,NOT,4,-9999,4,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080699
116,1090331,0,1,8e,5,0,-0.002732442,247.221,115,-0.002732442,34,1,702,0,702.483,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090331
117,1090334,0,-1,9e,5,0,-0.006395436,352.001,116,-0.006395436,34,1,1500,0,1500.871,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090334
118,1250042,0,-1,Clark,5,0,0.022262289,214.285,117,0.022262289,34,1,1347,0,1347.846,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250042
119,1250041,0,-1,Clark,5,0,0.041549228,93.152,118,0.041549228,34,1,950,0,950.102,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250041
120,1070477,0,0,8e,5,0,-0.006234518,274.469,119,-0.006234518,42,1,4583,1,4583.616,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070477
121,1070476,0,0,8e,5,0,-0.012456042,272.906,120,-0.012456042,42,1,4681,1,4681.84,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070476
122,1070475,0,1,8e,5,0,-0.009065217,152.245,121,-0.009065217,34,1,598,0,598.077,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070475
123,1070474,0,-1,8e,5,0,-0.003135793,234.666,122,-0.003135793,34,1,1319,0,1319.613,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070474
124,1070472,0,-1,7e,5,0,-0.006215656,154.813,123,-0.006215656,34,1,649,0,649.047,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070472
125,1070471,0,-1,7e,5,0,0.007189895,275.221,124,0.007189895,34,1,1774,0,1774.861,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070471
126,1100365,6,1,Papineau,5,0,-0.008528406,113.749,125,-0.008528406,34,3,10672,0,10672.837,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100365
127,1070495,0,1,10e,5,0,-0.004696026,233.393,126,-0.004696026,34,1,2222,0,2222.324,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070495
128,1100361,5,0,Villeray,5,0,-0.003902537,76.88,127,-0.003902537,34,2,5027,1,5027.343,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100361
129,1100359,5,0,Villeray,5,0,-0.001904054,68.283,128,-0.001904054,34,2,5901,1,5901.289,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100359
130,1260910,5,-1,Sainte-Catherine,5,0,0.001698974,116.251,129,0.001698974,34,4,6300,0,6300.45,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260910
131,1090350,0,1,12e,5,0,-0.009138259,117.102,130,-0.009138259,34,1,1230,0,1230.362,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090350
132,1090345,0,1,10e,5,0,-0.000896736,247.801,131,-0.000896736,34,1,2045,0,2045.355,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090345
133,1090344,0,0,10e,5,0,-0.001932577,113.85,132,-0.001932577,34,1,443,0,443.081,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090344
134,1090341,0,1,10e,5,0,-0.007422286,379.975,133,-0.007422286,34,1,1178,0,1178.661,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090341
135,1090338,0,-1,9e,5,0,-0.001397379,243.337,134,-0.001397379,34,1,944,0,944.714,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090338
136,1090337,0,-1,9e,5,0,0.000761374,262.71,135,0.000761374,34,1,787,0,787.493,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090337
137,1090336,0,-1,9e,5,0,-0.010755114,183.096,136,-0.010755114,34,1,1001,0,1001.476,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090336
138,1100360,5,0,Villeray,5,0,0.004494715,77.877,137,0.004494715,34,2,5633,1,5633.877,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100360
139,1261052,7,-1,René-Lévesque,5,0,0.00217654,91.897,138,0.00217654,34,3,9228,0,9228.419,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261052
140,1110056,0,-1,Casgrain,5,0,-0.025952321,258.961,139,-0.025952321,42,1,1384,0,1384.941,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110056
141,1110047,0,1,Boyer,5,0,-0.033519731,103.487,140,-0.033519731,34,1,1362,0,1362.057,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110047
142,1090307,0,0,2e,5,0,0,116.964,141,0,34,1,1051,0,1051.31,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090307
143,1090306,0,1,2e,5,0,-0.01145083,135.989,142,-0.01145083,34,1,1181,0,1181.644,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090306
144,1090301,0,-1,1re,5,0,-0.004083785,21.711,143,-0.004083785,34,1,2667,0,2667.889,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090301
145,1080667,0,-1,51e,5,0,-0.002316853,95.519,144,-0.002316853,34,1,1537,0,1537.982,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080667
146,1070430,7,-1,Saint-Michel,5,0,-0.000947908,274.113,145,-0.000947908,34,3,8966,0,8966.469,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070430
147,1070428,7,-1,Saint-Michel,5,0,-0.00413724,272.699,146,-0.00413724,42,3,9307,0,9307.393,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070428
148,1070426,7,-1,Saint-Michel,5,0,-0.007428054,276.288,147,-0.007428054,34,3,8410,0,8410.27,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070426
149,1070425,7,-1,Saint-Michel,5,0,-0.004600351,52.707,148,-0.004600351,42,3,10075,0,10075.407,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070425
150,1261037,7,-1,Robert-Bourassa,5,0,0.03290012,114.891,149,0.03290012,34,4,12076,0,12076.3,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261037
151,1261034,0,0,Palace,5,0,0.000249091,40.143,150,0.000249091,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261034
152,1261033,0,-1,Frère-André,5,0,0.004394511,40.964,151,0.004394511,34,1,1499,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261033
153,1261030,0,1,Barat,5,0,-0.018466497,105.065,152,-0.018466497,34,1,470,0,470.498,0,1,1,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261030
154,1261027,6,1,Atwater,5,0,0.039434198,33.877,153,0.039434198,42,1,7999,0,-8888,-8888,-8888,-8888,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261027
155,1261026,6,1,Atwater,5,0,0.027598677,75.736,154,0.027598677,34,2,6420,0,6420.284,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261026
156,1261012,5,1,Non-nommée,5,0,-0.02706303,149.296,155,-0.02706303,58,1,5044,0,5044.245,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261012
157,1260316,0,0,Highland,5,0,0.030495011,184.362,156,0.030495011,34,1,251,0,251.043,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260316
158,1260315,0,1,Hermine,5,0,0.040668141,90.006,157,0.040668141,34,1,1907,0,1907.607,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260315
159,1260313,0,0,Hawarden,5,0,-0.014182217,96.313,158,-0.014182217,50,1,2001,0,2001.084,0,0,0,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260313
160,1260312,0,0,Hawarden,5,0,0.003560791,103.921,159,0.003560791,34,1,1499,0,-8888,1499,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260312
161,1090308,0,1,2e,5,0,-0.000548968,216.255,160,-0.000548968,34,1,1605,0,1605.676,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090308
162,1090309,0,1,2e,5,0,0.001339323,212.211,161,0.001339323,34,1,1531,0,1531.485,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090309
163,1090310,0,1,2e,5,0,-0.000498135,211.787,162,-0.000498135,42,1,2044,0,2044.423,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090310
164,1090311,0,-1,2e,5,0,-0.003577924,208.465,163,-0.003577924,42,1,2539,0,2539.141,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090311
165,1110046,0,1,Boyer,5,0,-0.019467992,61.756,164,-0.019467992,34,1,1455,0,1455.414,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110046
166,1110045,0,1,Boyer,5,0,-0.019355226,59.31,165,-0.019355226,34,1,1416,0,1416.868,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110045
167,1100358,5,0,Villeray,5,0,-0.00276068,68.831,166,-0.00276068,34,2,5003,1,5003.217,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100358
168,1100357,5,0,Villeray,5,0,-0.004794176,68.84,167,-0.004794176,34,2,6563,1,6563.436,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100357
169,1260126,0,0,Lambert-Closse,5,0,0.080442716,46.249,168,0.080442716,34,1,835,0,835.622,0,0,-9999,NOT,1,-9999,1,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260126
170,1260125,0,-1,City Councillors,5,0,0.05429501,127.097,169,0.05429501,34,1,3887,0,3887.255,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260125
171,1260124,0,-1,City Councillors,5,0,0.016584585,61.077,170,0.016584585,34,2,2383,0,2383.397,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260124
172,1260123,0,-1,City Councillors,5,0,0.011358666,71.945,171,0.011358666,34,1,2433,0,2433.925,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260123
173,1260122,0,-1,City Councillors,5,0,-0.002857987,117.971,172,-0.002857987,34,1,1813,0,1813.039,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260122
174,1110055,0,-1,Casgrain,5,0,-0.012866024,265.844,173,-0.012866024,34,1,1772,0,1772.532,0,1,-9999,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110055
175,1260121,0,1,Chomedey,5,0,0.061047118,89.612,174,0.061047118,34,1,1493,0,1493.022,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260121
176,1260119,0,1,Chomedey,5,0,0.003402986,131.512,175,0.003402986,34,1,2896,0,2896.664,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260119
177,1260116,4,0,Chelsea,5,0,0.02663891,27.995,176,0.02663891,-8888,1,-8888,-9999,-8888,-8888,-8888,-8888,NOT,5,5,5,5,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260116
178,1260890,5,-1,Sainte-Catherine,5,0,-0.000964539,80.732,177,-0.000964539,34,4,5704,0,5704.386,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260890
179,1260889,5,-1,Sainte-Catherine,5,0,-0.003957986,55.006,178,-0.003957986,34,4,5557,0,5557.546,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260889
180,1260888,5,-1,Sainte-Catherine,5,0,-0.004102056,13.274,179,-0.004102056,34,1,2250,0,-8888,-8888,-8888,-8888,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260888
181,1090318,0,-1,6e,5,0,0.002967344,212.333,180,0.002967344,42,1,1605,0,1605.699,0,1,1,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090318
182,1090317,0,-1,6e,5,0,-0.000833972,215.856,181,-0.000833972,34,1,1534,0,1534.169,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090317
183,1090316,0,-1,6e,5,0,-0.003505127,182.608,182,-0.003505127,34,1,1380,0,1380.827,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090316
184,1090315,0,-1,6e,5,0,-0.010262666,136.43,183,-0.010262666,34,1,1388,0,1388.153,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090315
185,1260120,0,1,Chomedey,5,0,0.039592714,95.229,184,0.039592714,34,1,1915,0,1915.054,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260120
186,1261050,7,-1,René-Lévesque,5,0,-0.001771855,90.31,185,-0.001771855,34,3,9366,0,9366.662,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261050
187,1261049,7,-1,René-Lévesque,5,0,-0.00523991,85.887,186,-0.00523991,34,3,7731,0,7731.744,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261049
188,1261048,7,-1,René-Lévesque,5,0,-0.003572037,97.994,187,-0.003572037,42,3,7172,0,7172.486,0,1,-9999,NOT,3,-9999,3,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261048
189,1080589,0,1,24e,5,0,-0.001757594,249.578,188,-0.001757594,34,1,1879,0,1879.198,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080589
190,1080588,0,1,24e,5,0,-0.015834329,313.126,189,-0.015834329,34,1,1841,0,1841.371,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080588
191,1210103,0,1,Érables,5,23903,0.005573249,194.233,190,0.005573249,34,1,1034,0,1034.607,0,1,1,NOT,2,1,2,1,-9999,0,0,3,31,0,3.7,1.7,2,0,0,0,No,1,9999,0,0,0,NON,1,OUEST,0,0,0,0,0,1210103
192,1210102,0,1,Érables,5,0,-0.006258749,28.813,191,-0.006258749,34,1,1242,0,1242.795,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210102
193,1210101,0,1,Érables,5,0,0.009012587,149.805,192,0.009012587,34,1,6052,0,6052.07,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210101
194,1210097,0,1,Dorion,5,0,0.002455695,195.483,193,0.002455695,34,1,1583,0,1583.615,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210097
195,1210096,0,1,Dorion,5,0,0.005636119,266.723,194,0.005636119,34,1,2937,0,2937.862,0,1,1,NOT,2,-9999,2,-9999,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1210096
