,cyclist_id,origin,destination
536,903,31375,31367
537,904,28105,28127
538,905,29617,25691
539,907,27571,25216
540,908,27568,30656
541,909,24609,23759
542,910,25462,25216
543,911,17483,15370
544,913,19156,20423
545,914,19792,25192
546,915,25726,19790
547,916,16392,19157
548,917,24901,20417
549,918,19157,20104
550,919,25186,26364
551,920,31662,29740
552,921,29444,28508
553,922,25782,15811
554,924,22274,25288
555,925,22864,23543
556,926,23541,23506
557,928,11732,27857
558,930,27188,30576
559,931,23471,21312
560,933,21389,21953
561,934,21034,23536
562,936,27026,31626
563,938,21690,14908
564,940,20100,28118
565,941,11410,6435
566,942,6435,11411
567,948,27574,11732
568,950,15807,13362
569,952,30057,24522
570,953,28396,28386
571,959,27035,25779
572,961,23472,26334
573,962,11733,11410
574,963,15749,15749
575,964,25122,30277
576,970,26364,25186
577,971,25098,30051
578,974,16118,22582
579,975,21956,18562
580,978,17277,13395
581,979,30276,25990
582,980,23200,23543
583,982,5445,18768
584,983,20429,21953
585,984,16103,16368
586,986,20398,23195
587,989,8969,21397
588,990,21397,8969
589,991,25749,21271
590,993,17911,24357
591,995,8916,19471
592,996,31626,25797
593,997,24363,20417
594,998,20417,22860
595,999,23195,17602
596,1000,13395,24363
597,1001,26272,25947
598,1002,26067,16367
599,1003,26067,16649
600,1004,26327,25516
601,1005,22249,19457
602,1006,30656,25431
603,1008,25194,24645
604,1010,18582,28400
605,1011,12081,22819
606,1015,28112,30576
607,1017,17873,25728
608,1018,24370,30656
609,1020,30914,30907
610,1021,26976,25694
611,1022,25398,25956
612,1023,22829,17201
613,1025,23154,11410
614,1029,14153,27449
615,1030,24073,18847
616,1031,13037,14330
617,1032,30889,18583
618,1033,19464,23777
619,1034,27964,24646
620,1038,29378,25432
621,1039,24690,20755
622,1040,25431,22824
623,1042,25517,25228
624,1043,22824,17538
625,1044,11402,11733
626,1045,24417,32969
627,1046,26030,26696
628,1049,22008,22008
629,1051,21607,22825
630,1052,24012,30897
631,1053,24359,25460
632,1054,26343,25765
633,1056,17183,19085
634,1057,19407,23444
635,1062,19988,21685
636,1064,25440,27284
637,1065,22581,24676
638,1066,21953,20111
639,1067,27450,30989
640,1068,21684,24609
641,1070,21065,24984
642,1071,21694,29083
643,1072,20398,27638
644,1074,28787,27255
645,1075,29032,28105
646,1077,15650,19121
647,1083,12090,25178
648,1084,23532,24597
649,1085,17282,26666
650,1086,21390,24609
651,1087,16112,26025
652,1088,11732,27564
653,1089,23955,16317
654,1090,24628,24882
655,1091,30656,26037
656,1099,27288,24597
657,1100,26323,19444
658,1102,23511,27208
659,1104,24966,19455
660,1105,24625,26654
661,1106,19146,27503
662,1107,15370,16842
663,1108,24360,25422
664,1110,25788,17270
665,1113,18245,25735
666,1114,20429,27527
667,1116,26963,26696
668,1118,25195,21627
669,1119,27801,25418
670,1120,17626,26326
671,1121,24889,25216
672,1122,18180,16828
673,1124,12081,12084
674,1125,24365,25195
675,1126,25442,27584
676,1127,27564,23471
677,1128,12083,12084
678,1131,17579,25790
679,1133,25194,30366
680,1134,24609,21391
681,1135,25416,24598
682,1136,27250,26369
683,1137,24597,23532
684,1138,27850,28782
685,1142,24882,21058
686,1144,16603,24538
687,1145,24943,20429
688,1146,27527,25239
689,1150,24871,27027
690,1151,24609,22235
691,1152,20417,24632
692,1153,26036,20417
693,1154,20417,26037
694,1155,27638,20399
