,cyclist_id,origin,destination
132,298,18252,25241
133,299,28178,30584
134,300,25475,25780
135,303,20991,21367
136,304,21033,19792
137,305,17608,16678
138,306,28096,26604
139,307,14908,22277
140,309,22277,29117
141,310,23239,22255
142,311,19466,15483
143,314,21702,25282
144,315,27226,13712
145,316,13712,14845
146,330,16276,22757
147,331,23794,22001
148,333,23239,21968
149,334,21969,21975
150,335,17933,20104
151,336,21387,28795
152,337,28472,26974
153,338,22002,24082
154,339,21968,23239
155,343,30961,21744
156,345,30956,24310
157,346,27288,27621
158,347,26105,27001
159,348,27621,24869
160,349,18573,25241
161,350,18891,22517
162,352,16112,26025
163,353,23239,29937
164,354,15369,17483
165,355,29738,26037
166,356,21690,23853
167,358,17618,25542
168,359,28774,23160
169,360,26968,19799
170,361,20070,28142
171,367,20396,24094
172,368,24094,20396
173,369,21941,22557
174,371,25520,26362
175,372,20727,24126
176,375,22282,28803
177,376,26314,30656
178,381,26309,10448
179,383,21744,30961
180,384,22517,19166
181,386,26304,16112
182,388,24871,27621
183,389,21607,21606
184,391,23195,18253
185,392,28415,20102
186,395,26086,25260
187,397,13045,27035
188,398,22873,22557
189,399,23851,29117
190,400,25224,23154
191,401,21988,16117
192,402,23474,26368
193,403,23759,19478
194,404,24345,19792
195,405,26361,17618
196,406,29117,22277
197,408,30963,21744
198,410,30956,24310
199,411,27621,24024
200,412,21389,21952
201,413,23155,21953
202,414,20705,18527
203,416,18891,22517
204,417,18578,27935
205,418,16678,26025
206,419,18527,21951
207,421,15370,17483
208,422,23970,16317
209,423,19138,28102
210,424,28160,23160
211,425,21690,23853
212,426,28140,28397
213,427,19771,27839
214,428,27892,30081
215,430,21606,21576
216,431,20099,28161
217,432,18535,27231
218,433,18253,18811
219,434,24088,24081
220,435,21035,17271
221,438,18526,28411
222,439,23499,15481
223,440,23232,28804
224,441,21232,17269
225,442,26314,27253
226,443,30656,26314
227,444,20399,18894
228,448,16883,24538
229,449,21389,21034
230,451,27809,21383
231,452,21744,30961
232,453,24597,27621
233,454,29939,21968
234,455,24603,23801
235,457,27935,18578
236,458,23855,21691
237,459,20102,22292
238,460,27639,20398
239,461,19792,17911
240,462,26025,19150
241,463,20104,24087
242,464,23803,29728
243,465,22582,22764
244,467,19150,15201
245,468,15199,15810
246,469,21034,21034
247,470,28108,26604
248,471,20074,15457
249,472,23505,24239
250,473,24239,22861
251,474,26330,16118
252,475,26976,22238
253,476,24366,25426
254,477,24609,24073
255,479,28170,30656
256,480,22764,22277
257,482,20398,27639
258,483,30961,21442
259,484,30018,27214
260,485,27213,28820
261,488,21951,21389
262,489,16112,26025
263,493,25216,25216
264,494,25510,22554
265,497,27621,24869
266,499,21399,25403
267,500,21690,23853
268,502,23157,23157
269,503,19134,24609
270,504,28163,18864
