stop,id_origine,start,length,purpose,liste_segm,n_coord,id,vertex_pos,vertex_ind,vertex_par,vertex_p_1,distance,angle,node_id,n,distance_2,feature_x,feature_y,nearest_x,nearest_y
2013/06/30 16:03:02.000,122,2013/06/30 15:35:18.000,6153,Social,,122,,0,0,0,0,0.000000000000000,292.967654947758490,22277,1,0.000000000000000,-73.590561558139100,45.544658532122199,-73.590561558139100,45.544658532122199
2013/06/30 16:03:02.000,122,2013/06/30 15:35:18.000,6153,Social,,122,,-1,674,0,674,0.067369497391474,287.768992023726184,28215,1,0.000000000000000,-73.553205005171904,45.551215072983503,-73.553205005171904,45.551215072983503
2013/07/01 03:24:45.000,123,2013/07/01 03:12:30.000,4045,Social,,123,,0,0,0,0,0.000000000000000,5.119966074359770,27938,1,0.000000000000000,-73.554846154861806,45.551740682581297,-73.554846154861806,45.551740682581297
2013/07/01 03:24:45.000,123,2013/07/01 03:12:30.000,4045,Social,,123,,-1,440,0,440,0.045172746290979,294.899332531001903,22277,1,0.000000000000000,-73.590561558139100,45.544658532122199,-73.590561558139100,45.544658532122199
2013/07/01 14:50:02.000,124,2013/07/01 14:34:42.000,4896,Errand,,124,,0,0,0,0,0.000000000000000,40.071285705046698,22277,1,0.000000000000000,-73.590561558139100,45.544658532122199,-73.590561558139100,45.544658532122199
2013/07/01 14:50:02.000,124,2013/07/01 14:34:42.000,4896,Errand,,124,,-1,538,0,538,0.055137668357767,106.771951122539107,29117,1,0.000000000000000,-73.546039206044796,45.549629993974399,-73.546039206044796,45.549629993974399
2013/07/01 17:22:32.000,125,2013/07/01 17:07:40.000,4714,Errand,,125,,0,0,0,0,0.000000000000000,277.813670304736661,29117,1,0.000000000000000,-73.546039206044796,45.549629993974399,-73.546039206044796,45.549629993974399
2013/07/01 17:22:32.000,125,2013/07/01 17:07:40.000,4714,Errand,,125,,-1,456,0,456,0.053687639141083,273.429478613071524,22277,1,0.000000000000000,-73.590561558139100,45.544658532122199,-73.590561558139100,45.544658532122199
2013/07/02 09:08:34.000,128,2013/07/02 08:36:37.000,9098,Domicile-travail,,128,,0,0,0,0,0.000000000000000,286.208852957751617,16112,1,0.000000000000000,-73.632754001938096,45.542772384852803,-73.632754001938096,45.542772384852803
2013/07/02 09:08:34.000,128,2013/07/02 08:36:37.000,9098,Domicile-travail,,128,,-1,1141,0,1141,0.104483518155195,157.669786122723224,26024,1,0.000000000000000,-73.567240025606907,45.498114923061699,-73.567240025606907,45.498114923061699
2013/07/02 09:40:32.000,129,2013/07/02 09:24:30.000,5368,Commute,,129,,0,0,0,0,0.000000000000000,40.308986473265165,21690,1,0.000000000000000,-73.593938420108302,45.546241604769293,-73.593938420108302,45.546241604769293
2013/07/02 09:40:32.000,129,2013/07/02 09:24:30.000,5368,Commute,,129,,-1,582,0,582,0.056400756683690,300.354040906897637,23853,1,0.000000000000000,-73.580705232853703,45.583182533930099,-73.580705232853703,45.583182533930099
2013/07/02 10:12:15.000,130,2013/07/02 10:06:20.000,1223,Shopping,,130,,0,0,0,0,0.000000000000000,222.645099307441626,23757,1,0.000000000000000,-73.580987475970602,45.515209364899803,-73.580987475970602,45.515209364899803
2013/07/02 10:12:15.000,130,2013/07/02 10:06:20.000,1223,Shopping,,130,,-1,238,0,238,0.014345136467164,251.039360722785915,21645,1,0.000000000000000,-73.593811713605206,45.519742370648899,-73.593811713605206,45.519742370648899
2013/07/02 10:18:44.000,131,2013/07/02 09:53:07.000,9495,Domicile-travail,,131,,0,0,0,0,0.000000000000000,206.448961301308202,11431,1,0.000000000000000,-73.673332359990397,45.553615815596601,-73.673332359990397,45.553615815596601
2013/07/02 10:18:44.000,131,2013/07/02 09:53:07.000,9495,Domicile-travail,,131,,-1,870,0,870,0.107835701544238,27.943982339656689,12006,1,0.000000000000000,-73.662732881825605,45.515297025815698,-73.662732881825605,45.515297025815698
2013/07/02 12:25:26.000,132,2013/07/02 12:21:56.000,1153,Social,,132,,0,0,0,0,0.000000000000000,231.334446770578523,22260,1,0.000000000000000,-73.590884634119206,45.531889698875098,-73.590884634119206,45.531889698875098
2013/07/02 12:25:26.000,132,2013/07/02 12:21:56.000,1153,Social,,132,,-1,109,0,109,0.012140421734908,223.488351534375425,21367,1,0.000000000000000,-73.595899066737303,45.524452712654004,-73.595899066737303,45.524452712654004
2013/07/02 12:45:14.000,133,2013/07/02 12:05:48.000,11845,School,,133,,0,0,0,0,0.000000000000000,222.889077492528514,19792,1,0.000000000000000,-73.606454449181797,45.532404041557299,-73.606454449181797,45.532404041557299
2013/07/02 12:45:14.000,133,2013/07/02 12:05:48.000,11845,School,,133,,-1,1183,0,1183,0.135112593107512,290.555462320210836,26904,1,0.000000000000000,-73.561708764004393,45.494250416113097,-73.561708764004393,45.494250416113097
2013/07/02 13:40:30.000,134,2013/07/02 13:36:24.000,1342,Social,,134,,0,0,0,0,0.000000000000000,43.055906402808880,21367,1,0.000000000000000,-73.595899066737303,45.524452712654004,-73.595899066737303,45.524452712654004
2013/07/02 13:40:30.000,134,2013/07/02 13:36:24.000,1342,Social,,134,,-1,100,0,100,0.013973099393349,42.750024935287890,22557,1,0.000000000000000,-73.589139952489504,45.533767452510801,-73.589139952489504,45.533767452510801
2013/07/02 13:45:39.000,135,2013/07/02 13:24:18.000,5035,Domicile-travail,,135,,0,0,0,0,0.000000000000000,111.070306290157518,27914,1,0.000000000000000,-73.555511927576205,45.534808530664002,-73.555511927576205,45.534808530664002
2013/07/02 13:45:39.000,135,2013/07/02 13:24:18.000,5035,Domicile-travail,,135,,-1,612,0,612,0.051596666936986,114.749374659228764,25712,1,0.000028022925811,-73.568661098282902,45.497734766511101,-73.568645498017759,45.497758045602545
2013/07/02 13:50:56.000,137,2013/07/02 13:42:20.000,1230,Social,,137,,0,0,0,0,0.000000000000000,300.125425081168885,26309,1,0.000000000000000,-73.564386854494501,45.500388789014004,-73.564386854494501,45.500388789014004
2013/07/02 13:50:56.000,137,2013/07/02 13:42:20.000,1230,Social,,137,,-1,169,0,169,0.013801988907003,220.995149629433911,26042,1,0.000000000000000,-73.566946098489097,45.506296460789002,-73.566946098489097,45.506296460789002
2013/07/02 08:17:46.000,139,2013/07/02 07:59:56.000,6086,Domicile-travail,,139,,0,0,0,0,0.000000000000000,75.559293944226582,19121,1,0.000000000000000,-73.610671953376695,45.514207538229599,-73.610671953376695,45.514207538229599
2013/07/02 08:17:46.000,139,2013/07/02 07:59:56.000,6086,Domicile-travail,,139,,-1,883,0,883,0.071550969600457,110.343885213360551,28095,1,0.000000000000000,-73.553092067372106,45.496054470453302,-73.553092067372106,45.496054470453302
2013/06/26 16:47:34.000,140,2013/06/26 16:22:49.000,6693,other,,140,,0,0,0,0,0.000000000000000,110.575823818039794,27798,1,0.000005694301361,-73.555269122974096,45.498308212866199,-73.555274049196186,45.498311068983128
2013/06/26 16:47:34.000,140,2013/06/26 16:22:49.000,6693,other,,140,,-1,1101,0,1101,0.078732645004122,41.631626000641219,17885,1,0.000000000000000,-73.619800927424194,45.514986285056203,-73.619800927424194,45.514986285056203
2013/07/02 15:55:37.000,141,2013/07/02 15:06:27.000,9503,Domicile-travail,,141,,0,0,0,0,0.000000000000000,206.840398588821728,10030,1,0.000014811641090,-73.691985412629293,45.497722610902699,-73.691970626988564,45.497721733668413
2013/07/02 15:55:37.000,141,2013/07/02 15:06:27.000,9503,Domicile-travail,,141,,-1,1481,0,1481,0.108625870910096,228.595186257641984,19726,1,0.000000000000000,-73.605108291018993,45.473357972504800,-73.605108291018993,45.473357972504800
2013/07/02 15:58:37.000,142,2013/07/02 15:51:26.000,2261,Magasinage,,142,,0,0,0,0,0.000000000000000,299.098853825840820,20724,1,0.000000000000000,-73.599938262955504,45.534707458241201,-73.599938262955504,45.534707458241201
2013/07/02 15:58:37.000,142,2013/07/02 15:51:26.000,2261,Magasinage,,142,,-1,287,0,287,0.025240975360181,198.818863028492672,22863,1,0.000000000000000,-73.586121655321605,45.537008482487899,-73.586121655321605,45.537008482487899
2013/07/02 16:47:41.000,143,2013/07/02 16:22:59.000,6861,Domicile-travail,,143,,0,0,0,0,0.000000000000000,305.338136364964953,28095,1,0.000000000000000,-73.553092067372106,45.496054470453302,-73.553092067372106,45.496054470453302
2013/07/02 16:47:41.000,143,2013/07/02 16:22:59.000,6861,Domicile-travail,,143,,-1,1226,0,1226,0.080571233858127,41.631625822725269,17885,1,0.000000000000000,-73.619800927424194,45.514986285056203,-73.619800927424194,45.514986285056203
2013/07/02 17:45:29.000,144,2013/07/02 17:15:53.000,10406,Domicile-travail,,144,,0,0,0,0,0.000000000000000,10.867360063454754,25200,1,0.000007501389919,-73.572285596325415,45.506662133098501,-73.572289905840606,45.506655993153110
2013/07/02 17:45:29.000,144,2013/07/02 17:15:53.000,10406,Domicile-travail,,144,,-1,968,0,968,0.121931405583116,228.962714293542405,11009,1,0.000000000000000,-73.679289649417797,45.510873246560401,-73.679289649417797,45.510873246560401
2013/07/02 19:28:38.000,145,2013/07/02 19:08:07.000,7469,Domicile-travail,,145,,0,0,0,0,0.000000000000000,232.629661262515043,28161,1,0.000000000000000,-73.553812369415510,45.517231718852997,-73.553812369415510,45.517231718852997
2013/07/02 19:28:38.000,145,2013/07/02 19:08:07.000,7469,Domicile-travail,,145,,-1,675,0,675,0.080797007079886,114.367830152980915,19407,1,0.000000000000000,-73.608267453275289,45.474792240510098,-73.608267453275289,45.474792240510098
2013/07/02 20:05:36.000,147,2013/07/02 19:39:07.000,9878,Domicile-travail,,147,,0,0,0,0,0.000000000000000,299.812436752131248,11623,1,0.000000000000000,-73.668750577803195,45.509740707619301,-73.668750577803195,45.509740707619301
2013/07/02 20:05:36.000,147,2013/07/02 19:39:07.000,9878,Domicile-travail,,147,,-1,880,0,880,0.111304406389818,278.687266080169366,11754,1,0.000000000000000,-73.669134822061295,45.553722025239097,-73.669134822061295,45.553722025239097
2013/07/02 20:33:49.000,148,2013/07/02 20:08:40.000,8584,Domicile-travail,,148,,0,0,0,0,0.000000000000000,223.531140160081549,26025,1,0.000000000000000,-73.566681983666598,45.498975878794901,-73.566681983666598,45.498975878794901
2013/07/02 20:33:49.000,148,2013/07/02 20:08:40.000,8584,Domicile-travail,,148,,-1,943,0,943,0.098626615253013,106.210800586908306,16112,1,0.000000000000000,-73.632754001938096,45.542772384852803,-73.632754001938096,45.542772384852803
2013/07/03 07:56:30.000,151,2013/07/03 07:33:38.000,6867,Domicile-travail,,151,,0,0,0,0,0.000000000000000,40.802665940371398,23528,1,0.000016145791213,-73.583275063096806,45.549896685919002,-73.583269633581338,45.549911891409309
2013/07/03 07:56:30.000,151,2013/07/03 07:33:38.000,6867,Domicile-travail,,151,,-1,754,0,754,0.071698170302605,71.071217837416299,30421,1,0.000068626949397,-73.534708229367695,45.588272594554901,-73.534763751555502,45.588232259150544
2013/07/03 08:33:06.000,152,2013/07/03 08:14:39.000,6384,Domicile-travail,,152,,0,0,0,0,0.000000000000000,113.910197590980587,18514,1,0.000002824798359,-73.615822428624398,45.513194538941399,-73.615819674134883,45.513195165258637
2013/07/03 08:33:06.000,152,2013/07/03 08:14:39.000,6384,Domicile-travail,,152,,-1,802,0,802,0.074516055135899,8.874894761694311,27795,1,0.000000000000000,-73.555549098640498,45.496965473937699,-73.555549098640498,45.496965473937699
2013/07/03 08:46:06.000,153,2013/07/03 08:17:06.000,10586,Domicile-travail,,153,,0,0,0,0,0.000000000000000,122.115218116176990,10665,1,0.000000000000000,-73.682257247291702,45.511447652549698,-73.682257247291702,45.511447652549698
2013/07/03 08:46:06.000,153,2013/07/03 08:17:06.000,10586,Domicile-travail,,153,,-1,959,0,959,0.124467199500683,115.351847183759631,25201,1,0.000000000000000,-73.572106848312202,45.506977191020198,-73.572106848312202,45.506977191020198
2013/07/03 08:49:17.000,154,2013/07/03 08:31:02.000,6580,Commute,,154,,0,0,0,0,0.000000000000000,215.894195566287294,27622,1,0.000000000000000,-73.557105621464089,45.543925445054697,-73.557105621464089,45.543925445054697
2013/07/03 08:49:17.000,154,2013/07/03 08:31:02.000,6580,Commute,,154,,-1,602,0,602,0.064964819012871,115.113737843401381,24869,1,0.000000000000000,-73.573223473386605,45.492966618903800,-73.573223473386605,45.492966618903800
2013/07/03 09:07:26.000,155,2013/07/03 08:37:57.000,8991,Domicile-travail,,155,,0,0,0,0,0.000000000000000,286.204514186097697,16112,1,0.000000000000000,-73.632753966488096,45.542772392455902,-73.632753966488096,45.542772392455902
2013/07/03 09:07:26.000,155,2013/07/03 08:37:57.000,8991,Domicile-travail,,155,,-1,1064,0,1064,0.103125519300315,29.913793086877494,26025,1,0.000000000000000,-73.566681983666598,45.498975878794901,-73.566681983666598,45.498975878794901
2013/07/03 10:38:45.000,157,2013/07/03 10:19:31.000,6961,Domicile-travail,,157,,0,0,0,0,0.000000000000000,48.779421607031267,19407,1,0.000000000000000,-73.608267453275289,45.474792240510098,-73.608267453275289,45.474792240510098
2013/07/03 10:38:45.000,157,2013/07/03 10:19:31.000,6961,Domicile-travail,,157,,-1,748,0,748,0.074019107252633,31.587298092659147,28160,1,0.000000000000000,-73.554327552262706,45.516837749600697,-73.554327552262706,45.516837749600697
2013/07/03 12:15:31.000,159,2013/07/03 11:49:20.000,8301,School,,159,,0,0,0,0,0.000000000000000,114.295053941175155,19154,1,0.000000000000000,-73.611368771703297,45.532451773635600,-73.611368771703297,45.532451773635600
2013/07/03 12:15:31.000,159,2013/07/03 11:49:20.000,8301,School,,159,,-1,796,0,796,0.093147008865270,290.555382832497685,26904,1,0.000000000000000,-73.561708764004393,45.494250416113097,-73.561708764004393,45.494250416113097
2013/07/03 12:35:00.000,160,2013/07/03 12:23:07.000,988,Magasinage,,160,,0,0,0,0,0.000000000000000,246.948663177194419,23506,1,0.000000000000000,-73.582667991121994,45.534650399451102,-73.582667991121994,45.534650399451102
2013/07/03 12:35:00.000,160,2013/07/03 12:23:07.000,988,Magasinage,,160,,-1,100,0,100,0.010978030380597,294.774584903400296,22862,1,0.000000000000000,-73.586618765309396,45.536473081189897,-73.586618765309396,45.536473081189897
2013/07/03 15:35:32.000,162,2013/07/03 15:28:04.000,1730,Magasinage,,162,,0,0,0,0,0.000000000000000,246.522555096043277,23506,1,0.000000000000000,-73.582667991121994,45.534650399451102,-73.582667991121994,45.534650399451102
2013/07/03 15:35:32.000,162,2013/07/03 15:28:04.000,1730,Magasinage,,162,,-1,273,0,273,0.018119136278343,43.363327806426000,21652,1,0.000126972681115,-73.594502683183805,45.523837486119596,-73.594623068637546,45.523877851999707
2013/07/03 16:02:17.000,163,2013/07/03 15:43:13.000,5725,Domicile-travail,,163,,0,0,0,0,0.000000000000000,257.889506784974060,23042,1,0.000000000000000,-73.584137557702903,45.446786589961000,-73.584137557702903,45.446786589961000
2013/07/03 16:02:17.000,163,2013/07/03 15:43:13.000,5725,Domicile-travail,,163,,-1,695,0,695,0.060503437414298,255.170373422551449,18765,1,0.000000000000000,-73.612382904847706,45.466935092988201,-73.612382904847706,45.466935092988201
2013/07/03 16:06:37.000,164,2013/07/03 15:51:18.000,2789,Magasinage,,164,,0,0,0,0,0.000000000000000,170.948960646680717,21652,1,0.000126972681115,-73.594502683183805,45.523837486119596,-73.594623068637546,45.523877851999707
