stop,id_origine,start,length,purpose,liste_segm,n_coord,id,vertex_pos,vertex_index,vertex_part,vertex_part_index,distance,angle,node_id,n,distance_2,feature_x,feature_y,nearest_x,nearest_y
2013/07/31 08:40:20.000,3239,2013/07/31 08:28:30.000,2590,School,,3239,,-2,537,0,537,0.0297695690122859,76.3075635729221,18500,1,0,295797.172425682,5040825.0755078,295797.172425682,5040825.0755078
2013/07/31 08:38:27.000,3240,2013/07/31 08:20:05.000,4873,Domicile-travail,,3240,,1,1,0,1,0.00124041044375959,122.951830848372,22558,1,103.254426689254,297960.035758426,5043759.25088157,297873.830133989,5043816.0845595
2013/07/31 08:38:27.000,3240,2013/07/31 08:20:05.000,4873,Domicile-travail,,3240,,-2,928,0,928,0.0546208729066876,69.446030778099,26670,1,4.08660450242913,299810.3136147,5041102.84517864,299812.260514495,5041106.43821601
2013/07/31 08:45:17.000,3241,2013/07/31 07:55:44.000,12716,Domicile-travail,,3241,,1,1,0,1,0.000342385940646538,288.154593248586,16414,1,23.8956512715019,294597.901541353,5045803.13191101,294608.992429495,5045781.96603399
2013/07/31 08:45:17.000,3241,2013/07/31 07:55:44.000,12716,Domicile-travail,,3241,,-2,2469,0,2469,0.143167513202189,98.2805855749343,23720,1,0,298474.31042302,5038670.53429604,298474.31042302,5038670.53429604
2013/07/31 08:45:35.000,3242,2013/07/31 08:10:58.000,10036,Domicile-travail,,3242,,1,1,0,1,8.33286206804585e-05,198.384076138902,14616,1,7.07595329135,293520.122198158,5045520.87411777,293522.501966011,5045527.53788697
2013/07/31 08:45:35.000,3242,2013/07/31 08:10:58.000,10036,Domicile-travail,,3242,,-2,1793,0,1793,0.115765382292904,78.8296853807752,25415,1,0,299258.607912669,5039789.15459071,299258.607912669,5039789.15459071
2013/07/31 08:46:26.000,3243,2013/07/31 08:21:01.000,7537,Domicile-travail,,3243,,1,1,0,1,5.10467929096226e-05,249.942943145363,17608,1,1.29516399824359,295191.88981948,5044550.78359967,295193.18101,5044550.682225
2013/07/31 08:46:26.000,3243,2013/07/31 08:21:01.000,7537,Domicile-travail,,3243,,-2,1390,0,1390,0.086062098962047,132.326837259364,25188,1,0,299203.719795773,5040161.57892044,299203.719795773,5040161.57892044
2013/07/31 09:00:25.000,3249,2013/07/31 08:44:46.000,5167,Domicile-travail,,3249,,1,1,0,1,0.000487182360779557,33.7363732571768,20419,1,9.28372722385572,296768.036922743,5044076.47112258,296776.263966011,5044072.1695705
2013/07/31 09:00:25.000,3249,2013/07/31 08:44:46.000,5167,Domicile-travail,,3249,,-2,776,0,776,0.0592385934082862,152.794252122174,28161,1,5.77313498662723,300602.66846741,5041932.12651864,300598.858570505,5041927.78903399
2013/07/31 09:04:21.000,3250,2013/07/31 08:40:04.000,3731,Commute,,3250,,1,1,0,1,7.26768337497222e-05,79.0716161070228,21651,1,5.1270499269595,297517.460192284,5042522.00342622,297514.684760505,5042517.69255399
2013/07/31 09:04:21.000,3250,2013/07/31 08:40:04.000,3731,Commute,,3250,,-2,840,0,840,0.0420097992631372,200.523221356898,25429,1,10.3371901894855,299251.418232829,5040540.20640326,299246.725246685,5040530.99589936
2013/07/31 09:03:51.000,3251,2013/07/31 08:38:33.000,6874,Domicile-travail,,3251,,1,1,0,1,5.52697037469081e-05,247.27441530446,29116,1,3.50880750321608,301169.821983557,5045454.39071134,301171.41494883,5045457.51708172
2013/07/31 09:03:51.000,3251,2013/07/31 08:38:33.000,6874,Domicile-travail,,3251,,-2,1203,0,1203,0.0682806225018565,219.278968594507,24315,1,0,298789.402656903,5039875.58778455,298789.402656903,5039875.58778455
2013/07/31 09:11:28.000,3252,2013/07/31 08:45:20.000,6708,Domicile-travail,,3252,,1,1,0,1,0.000117097603643359,119.535543173021,24661,1,1.22590716607855,298938.88414614,5044426.78147926,298939.676429495,5044427.71696601
2013/07/31 09:11:28.000,3252,2013/07/31 08:45:20.000,6708,Domicile-travail,,3252,,-2,1367,0,1367,0.0705757159468765,170.880232892084,18158,1,1.59115738635853,295602.428870429,5040201.20777774,295603.151240766,5040202.62550935
2013/07/31 09:14:39.000,3253,2013/07/31 08:32:43.000,14508,Sport,,3253,,1,1,0,1,7.85506576244942e-05,323.572305954085,28106,1,7.01415701995428,300588.194486693,5039984.17667017,300585.134848989,5039977.86501303
2013/07/31 09:14:39.000,3253,2013/07/31 08:32:43.000,14508,Sport,,3253,,-2,2495,0,2495,0.148705787606453,162.848541915423,28107,1,6.18751354604162,300622.378589602,5040035.27903587,300627.970886967,5040037.92696601
2013/07/31 09:21:45.000,3254,2013/07/31 08:43:54.000,12214,Domicile-travail,,3254,,1,1,0,1,0.000691089289938424,213.27674253142,14595,1,6.69162709470394,293499.800978581,5044181.73625343,293505.852886967,5044178.88103399
2013/07/31 09:21:45.000,3254,2013/07/31 08:43:54.000,12214,Domicile-travail,,3254,,-2,1354,0,1354,0.130132548396878,321.140352880748,15356,1,52.2938445071234,294032.064506161,5035441.5875647,294065.666429495,5035481.65696601
2013/07/31 09:23:31.000,3255,2013/07/31 09:17:23.000,971,Work-related,,3255,,1,1,0,1,0.00229620452426357,281.635531226442,27802,1,0,300405.450949717,5039994.16114971,300405.450949717,5039994.16114971
2013/07/31 09:23:31.000,3255,2013/07/31 09:17:23.000,971,Work-related,,3255,,-2,315,0,315,0.0111389917838768,9.95545361659499,27803,1,8.4716073587417,300449.954311021,5040042.38219745,300442.671353989,5040046.7096295
2013/07/30 16:43:13.000,3260,2013/07/30 15:49:20.000,8444,Sport,,3260,,1,1,0,1,0.000202077270126519,229.111645000362,16391,1,14.4308274122536,294636.686501886,5044613.44354763,294649.927016967,5044607.70442399
2013/07/30 16:43:13.000,3260,2013/07/30 15:49:20.000,8444,Sport,,3260,,-2,2325,0,2325,0.0917219476363619,191.576030168957,25520,1,27.9302477802933,299216.144225118,5046092.3824717,299241.535286967,5046080.74663399
2013/07/31 09:33:15.000,3263,2013/07/31 09:00:38.000,8027,Work-related,,3263,,1,1,0,1,0.000846170502981935,233.767143876032,21968,1,0,297667.793762848,5043185.78952917,297667.793762848,5043185.78952917
2013/07/31 09:33:15.000,3263,2013/07/31 09:00:38.000,8027,Work-related,,3263,,-2,1338,0,1338,0.0894701303622343,188.562891804374,12656,1,18.4910171712528,292348.993348733,5041614.07284711,292365.876171967,5041606.53043399
2013/07/30 08:06:44.000,3264,2013/07/30 07:53:38.000,5076,Commute,,3264,,1,1,0,1,0.000920703239379252,33.9707405000332,22279,1,1.6187599058297,297700.23841953,5045528.81981777,297698.855033989,5045529.6604295
2013/07/30 08:06:44.000,3264,2013/07/30 07:53:38.000,5076,Commute,,3264,,-2,445,0,445,0.048801395305698,280.73718915998,25286,1,2.69453769641589,299141.862407388,5049222.86525604,299140.639112871,5049220.46440537
2013/07/31 09:45:18.000,3266,2013/07/31 09:27:38.000,6705,Domicile-travail,,3266,,1,1,0,1,0.000971024219555451,274.193358978949,30097,1,7.83578785511346,301626.379145166,5048562.72466155,301627.651631011,5048570.45643697
2013/07/31 09:45:18.000,3266,2013/07/31 09:27:38.000,6705,Domicile-travail,,3266,,-2,986,0,986,0.0710317758084629,86.6498045024684,22880,1,1.08817950652332,298019.334536428,5044886.55505914,298020.103995536,5044885.78560003
2013/07/31 09:46:05.000,3267,2013/07/31 09:23:22.000,6713,Domicile-travail,,3267,,1,1,0,1,4.64603591940118e-05,153.70701634669,16389,1,2.51874845267335,294594.590973446,5044464.71405748,294595.053966011,5044467.18988697
2013/07/31 09:46:05.000,3267,2013/07/31 09:23:22.000,6713,Domicile-travail,,3267,,-2,1136,0,1136,0.0786623020192004,118.766161127891,26969,1,11.6512862377322,300062.873875819,5041544.41466672,300072.931966011,5041538.5335705
2013/07/31 09:48:20.000,3268,2013/07/31 09:35:30.000,3422,Commute,,3268,,1,1,0,1,0.000172628316267357,257.13961958017,22006,1,12.7211833866526,297545.186110538,5045311.73816973,297555.755716011,5045304.6591905
2013/07/31 09:48:20.000,3268,2013/07/31 09:35:30.000,3422,Commute,,3268,,-2,621,0,621,0.0373319145472617,225.074946599515,23498,1,23.0337432398121,298289.78152827,5043481.57615605,298277.228640505,5043462.26350899
2013/07/31 10:07:06.000,3270,2013/07/31 09:44:44.000,4778,Work-related,,3270,,1,1,0,1,0.000833153572090087,100.989589371663,28421,1,0,300752.46578022,5041268.17280247,300752.46578022,5041268.17280247
2013/07/31 10:07:06.000,3270,2013/07/31 09:44:44.000,4778,Work-related,,3270,,-2,837,0,837,0.0464243094097077,151.931249928763,28143,1,0,300631.798202054,5041175.29144004,300631.798202054,5041175.29144004
2013/07/31 10:13:50.000,3271,2013/07/31 09:53:14.000,5540,Domicile-travail,,3271,,1,1,0,1,5.16764303313931e-05,71.9733484931305,16983,1,3.89116319167834,294867.198104976,5044447.60315097,294866.144788989,5044443.85726303
2013/07/31 10:13:50.000,3271,2013/07/31 09:53:14.000,5540,Domicile-travail,,3271,,-2,749,0,749,0.0645567389131802,111.241813306053,25762,1,5.63083078630954,299353.62733761,5041996.01223223,299355.593906011,5042001.28848697
